freq,statinfo,unit,isced11,sex,age,geo\TIME_PERIOD	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 	2025 
A,MED_EI,PPS,ED5-8,F,Y_GE18,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8232 	7595 	7718 	7762 	7749 	7549 	8928 	9103 	9608 	9970 	10487 	12021 	15591 
A,MED_EI,PPS,ED5-8,F,Y_GE18,SE	: 	16551 	16761 	17620 	18534 	20653 b	21156 	20187 	20448 	21664 	23327 	23043 	23734 	24305 	23527 	23984 	24313 	23564 	24274 	24257 	26006 	27788 	28763 
A,MED_EI,PPS,ED5-8,F,Y_GE18,SI	: 	: 	17716 	18286 	18465 	19201 	19504 	18319 	18679 	19135 	18465 	18543 	18871 	19035 	19026 	19457 	20514 	20499 	20949 	22490 	23847 	25949 	27811 
A,MED_EI,PPS,ED5-8,F,Y_GE18,SK	: 	: 	5051 	5866 	6957 	8531 	9932 	10774 	11342 	12414 	11899 	11940 	12192 	12286 	11099 	11592 	12426 	11802 	10953 	11298 	12083 	13076 	18449 
A,MED_EI,PPS,ED5-8,F,Y_GE18,TR	: 	: 	: 	11069 	11779 	11712 	12746 	12393 	13429 	14018 	13474 	13931 	13560 	14932 	14065 	13077 	13153 	12457 	11793 	12632 	12908 	17775 	20809 
A,MED_EI,PPS,ED5-8,F,Y_GE18,UK	: 	: 	22163 	24890 	25519 	24726 	22885 	21223 	21196 	22183 b	22708 	22821 	23765 	22846 	22306 b	22861 	: 	: 	: 	: 	: 	: 	: 
A,MED_EI,PPS,ED5-8,F,Y_GE18,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6560 	: 	: 	: 	: 	: 	: 	: 
A,MED_EI,PPS,ED5-8,F,Y_GE65,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5390 	5451 	6816 	6371 	6321 	6560 	7185 	: 	: 
A,MED_EI,PPS,ED5-8,F,Y_GE65,AT	25986 	25329 u	23044 	22388 	26015 	20406 b	22363 	25862 	28376 	32336 	28286 	26033 	27757 	27962 	30264 	27595 	28852 	28638 	32427 	32418 	33439 	35674 	38187 
A,MED_EI,PPS,ED5-8,F,Y_GE65,BE	16177 	15770 	16876 	18046 	18302 	19091 	18634 	20225 	19745 	19040 	21150 	21331 	22509 	23468 	22899 	23277 	23242 b	22467 	23070 	24556 	23880 	25305 	26680 
A,MED_EI,PPS,ED5-8,F,Y_GE65,BG	: 	: 	: 	3013 	3151 	4697 	5024 	6248 	6235 	5273 	6115 	7155 	6152 	6633 b	6844 	7257 	7746 	8023 	9070 	8877 	10858 	12716 	14872 
A,MED_EI,PPS,ED5-8,F,Y_GE65,CH	: 	: 	: 	: 	20953 	21414 	21972 	21900 	24817 	23069 	26128 	25346 b	26455 	29122 	26115 	27983 	26534 	25910 	25886 	26073 	25974 	25924 	: 
A,MED_EI,PPS,ED5-8,F,Y_GE65,CY	: 	: 	24219 u	25094 u	22922 u	25810 bu	20882 u	28259 	28163 	33223 	29013 	23713 	24859 	29062 	32112 	30728 	33029 	31878 	30549 	29574 	30339 	32297 	32720 
A,MED_EI,PPS,ED5-8,F,Y_GE65,CZ	: 	: 	7281 u	8047 	8411 	8750 	9738 	9531 	9832 	10494 	11478 	10661 	10602 	11236 	11481 	11748 	12268 	13163 	12806 	13460 	14821 	16964 	16901 
A,MED_EI,PPS,ED5-8,F,Y_GE65,DE	: 	: 	16839 	16588 	16476 	17133 	17415 	17177 	18257 	18870 	19787 	19193 	20490 	20941 	21043 	21819 	22227 	26643 b	26179 	26064 	26324 	27453 	29116 
A,MED_EI,PPS,ED5-8,F,Y_GE65,DK	14800 	14326 	16774 	16600 	17683 	19375 	20159 	19350 	20476 b	19391 	20510 	20181 	20927 	21436 	21306 	21676 	22672 	21714 	22148 	21728 	21509 	22334 	23265 
A,MED_EI,PPS,ED5-8,F,Y_GE65,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25479 	25978 	26207 b	25982 	: 	: 	: 	: 
A,MED_EI,PPS,ED5-8,F,Y_GE65,EA18	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25725 	26240 	26466 b	: 	: 	: 	: 	: 
A,MED_EI,PPS,ED5-8,F,Y_GE65,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25479 	25978 	26207 b	25982 	: 	: 	: 	: 
A,MED_EI,PPS,ED5-8,F,Y_GE65,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23857 	24812 	25463 	25442 	25316 	25785 	26032 	25814 	26146 	27334 	29274 	30925 
A,MED_EI,PPS,ED5-8,F,Y_GE65,EA21	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	30435 
A,MED_EI,PPS,ED5-8,F,Y_GE65,EE	: 	3370 	4121 	4460 	4971 	5414 	6387 	6167 	6311 	6308 	6453 	6396 b	7484 	8231 	8661 	8670 	9484 	9614 	10083 	10282 	9597 	11285 	12467 
A,MED_EI,PPS,ED5-8,F,Y_GE65,EL	21198 u	20300 u	23584 u	19318 u	19681 u	21579 u	21000 	21179 	17632 	17730 	17652 	17337 	16480 	16950 	15454 	15793 	16030 	17215 	17568 	17708 	17871 	19041 	19429 
A,MED_EI,PPS,ED5-8,F,Y_GE65,ES	: 	17294 	16041 	18347 	17728 	24753 b	24898 	28066 	26389 	25983 	25487 	26818 	28647 	30340 	30063 	29335 	29200 	28666 	28953 	29163 	32019 	34974 	36414 
A,MED_EI,PPS,ED5-8,F,Y_GE65,EU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22326 	22714 e	: 	: 	: 	: 	: 	: 
A,MED_EI,PPS,ED5-8,F,Y_GE65,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22408 	22807 e	: 	: 	: 	: 	: 	: 
A,MED_EI,PPS,ED5-8,F,Y_GE65,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22770 e	23215 	23322 	23332 	23858 	25085 	26917 	28392 
A,MED_EI,PPS,ED5-8,F,Y_GE65,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22326 	22714 e	: 	: 	: 	: 	: 	: 
A,MED_EI,PPS,ED5-8,F,Y_GE65,FI	: 	14352 	15617 	16175 	16779 	18551 	19079 	20594 	19919 	19360 	20283 	20025 	21402 	22734 	21690 	22078 	22323 	22347 	21648 	21998 	22064 	24275 	26177 
A,MED_EI,PPS,ED5-8,F,Y_GE65,FR	: 	19709 	24371 	23851 	24560 	30800 	31085 	31677 	33009 b	32632 	34045 	33662 	34059 	33167 	33188 	31299 	32227 	26921 b	26041 	26905 b	28995 	31374 	32144 
A,MED_EI,PPS,ED5-8,F,Y_GE65,HR	: 	: 	: 	: 	: 	: 	: 	9616 	10220 	10324 	10237 	10272 	11480 	11542 	11950 	11761 	11764 	12167 	12685 	13393 	13959 b	14818 b	17674 
A,MED_EI,PPS,ED5-8,F,Y_GE65,HU	: 	: 	7692 	7425 	8119 	9144 	9314 	8935 	9463 	9623 	10071 	10751 	10904 	11232 	10937 	10772 	10501 b	10971 	11341 	12094 	12529 	12078 	13475 
A,MED_EI,PPS,ED5-8,F,Y_GE65,IE	13143 	15387 	16307 	19392 	19073 	23485 	24400 	20434 	20597 	19948 	25412 	23547 	24537 	24727 	25544 	24384 	25862 b	24719 b	24091 	23753 	28418 	28773 	28891 
A,MED_EI,PPS,ED5-8,F,Y_GE65,IS	: 	: u	: u	23959 u	24971 u	27704 u	34999 u	29173 u	22995 u	24547 u	24998 	27596 	23464 	26801 	24826 	26902 	30734 	29774 	: 	: 	: 	: 	: 
A,MED_EI,PPS,ED5-8,F,Y_GE65,IT	: 	22173 	23748 	23793 	23402 	25033 	29623 	28325 	27571 	27888 	24720 	24036 	25487 	28176 	29185 	28982 	30240 	33870 	31242 	32090 	32955 	35408 	37729 
A,MED_EI,PPS,ED5-8,F,Y_GE65,LT	: 	: 	4244 	4828 	5409 	6047 	6511 	6599 	5915 	5945 	7366 	7550 	7956 	8258 	9297 	10634 	9788 	9969 	10445 	10383 	10995 	12011 p	13759 p
A,MED_EI,PPS,ED5-8,F,Y_GE65,LU	41809 u	45218 u	47841 u	37634 u	41069 u	34042 u	42389 u	40356 u	41368 	41273 	45325 u	49744 	46502 	44894 b	40462 	43972 	44409 	46601 b	49072 b	42655 b	43323 	53962 	56601 b
A,MED_EI,PPS,ED5-8,F,Y_GE65,LV	: 	: 	3700 	3602 	4057 	4679 	5290 	5471 	6272 	5742 	5951 	6213 	6057 	7461 	7619 	7469 	8517 	8999 	9462 	10448 	11316 	12106 	13658 
A,MED_EI,PPS,ED5-8,F,Y_GE65,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9383 	9114 	9032 	10291 	10058 	10835 	11412 	10360 	9088 	11191 	11719 	: 	: 
A,MED_EI,PPS,ED5-8,F,Y_GE65,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	7805 u	7357 u	8161 	8985 	9839 	9672 	9383 	10086 	10155 	9840 b	10450 	10197 	12406 	: 
A,MED_EI,PPS,ED5-8,F,Y_GE65,MT	: 	: 	17716 u	17615 u	: u	13836 u	13888 u	14452 	15703 	16339 	19543 	18634 	19038 	21112 	20462 	20506 	21780 	22193 	22120 	23136 	19116 	18923 	20332 
A,MED_EI,PPS,ED5-8,F,Y_GE65,NL	: 	: 	21893 	22377 	22082 	24975 	25642 	24764 	25173 	25414 	26360 	24413 	24970 	24864 b	23923 	24334 	23821 	24678 	24686 	24830 	24768 	27155 	30397 
A,MED_EI,PPS,ED5-8,F,Y_GE65,NO	17933 	19018 	21621 	22958 u	24506 	26834 	28048 	26435 	27849 	27853 	30858 	31807 	33836 	31866 	30222 	30089 	30622 	31249 	28408 b	29519 	31606 b	34346 	35867 
A,MED_EI,PPS,ED5-8,F,Y_GE65,PL	: 	: 	7375 	7844 	8656 	10349 	9872 	10068 	10727 	11574 	11713 	12237 	12467 	13578 	13836 	13684 	14036 	14282 	14247 	15888 	17017 	19218 	20497 
A,MED_EI,PPS,ED5-8,F,Y_GE65,PT	: 	23491 u	31703 u	29131 u	34088 u	29686 	26880 	26624 	28040 	30854 	31102 	29433 	27272 	31476 	29651 	28292 	29948 	28624 	29250 	29139 	30075 	32297 	38514 
A,MED_EI,PPS,ED5-8,F,Y_GE65,RO	: 	: 	: 	: 	5146 	5972 	6621 	6826 	7600 	8365 	8340 	8056 	8385 	8955 	9421 	10823 	10993 	13265 	13166 	16617 	17591 	17623 	17442 
A,MED_EI,PPS,ED5-8,F,Y_GE65,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8546 	8148 	8320 	8034 	7920 	8304 	8889 	9223 	9453 	9283 	9138 	10450 	13226 
A,MED_EI,PPS,ED5-8,F,Y_GE65,SE	: 	14020 	16354 	17943 	17328 	17226 b	17920 	17590 	18753 	18951 	20644 	20580 	19885 	21943 	20921 	20348 	21142 	19042 	19552 	19657 	20494 	23255 	24212 
A,MED_EI,PPS,ED5-8,F,Y_GE65,SI	: 	: 	16595 u	18707 	17951 	17873 	19086 	17397 	17912 	19553 	18532 	18935 	19251 	19387 	19382 	19188 	19798 	19977 	20748 	20564 	22575 	23965 	24525 
A,MED_EI,PPS,ED5-8,F,Y_GE65,SK	: 	: 	4030 u	4955 	5349 	6369 	7769 	8258 	8981 	9377 	9555 	10318 	10943 	10797 	9520 	10043 	10706 	10661 	10454 	11256 	11960 	13631 	18213 
A,MED_EI,PPS,ED5-8,F,Y_GE65,TR	: 	: 	: 	: u	: u	: u	: u	: u	12333 u	14171 u	19548 u	20680 u	25171 u	20628 	19694 	18338 	15652 	21993 	17289 	16236 	15895 	22133 	23673 
A,MED_EI,PPS,ED5-8,F,Y_GE65,UK	: 	: 	17885 	17728 	20087 	18161 	19346 	17562 	17402 	19330 b	20075 	20412 	22321 	19963 	20613 b	20353 	: 	: 	: 	: 	: 	: 	: 
A,MED_EI,PPS,ED5-8,F,Y_GE65,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,MED_EI,PPS,ED5-8,M,Y18-64,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7151 	7641 	8485 	7958 	7632 	7945 	9054 	: 	: 
A,MED_EI,PPS,ED5-8,M,Y18-64,AT	20232 	20765 	21695 	22204 	22234 	24084 b	25439 	25306 	26285 	27052 	27032 	27323 	27509 	28539 	29610 	28789 	29281 	29123 	29756 	30846 	34544 	36729 	39563 
A,MED_EI,PPS,ED5-8,M,Y18-64,BE	21178 	20051 	20998 	21990 	22087 	23039 	23705 	23678 	24072 	24532 	26153 	26971 	27012 	29208 	28147 	27911 	28348 b	28775 	29085 	30752 	31315 	33604 	34192 
A,MED_EI,PPS,ED5-8,M,Y18-64,BG	: 	: 	: 	5015 	5360 	7762 	9614 	9517 	10164 	9034 	10317 	11700 	12122 	11745 b	13390 	12835 	15774 	16063 	16371 	17585 	19588 	23042 	24901 
A,MED_EI,PPS,ED5-8,M,Y18-64,CH	: 	: 	: 	: 	28303 	29461 	31941 	31192 	31108 	31891 	34226 	34987 b	35232 	36704 	36341 	34908 	35987 	34290 	34432 	36209 	37130 	39201 	: 
A,MED_EI,PPS,ED5-8,M,Y18-64,CY	: 	: 	22004 	23788 	26611 	26917 b	28314 	27185 	28115 	28186 	25000 	23255 	22291 	23021 	23617 	23308 	26122 	25248 	25944 	26578 	27320 	29579 	31106 
A,MED_EI,PPS,ED5-8,M,Y18-64,CZ	: 	: 	11703 	12434 	13027 	14162 	14387 	14267 	14811 	15040 	15943 	15621 	16131 	17219 	17558 	18708 	19983 	20615 	19826 	22007 	22715 	23330 	23355 
A,MED_EI,PPS,ED5-8,M,Y18-64,DE	: 	: 	21340 	21606 	22687 	23988 	24448 	23983 	25169 	26384 	26445 	26382 	28254 	28354 	28301 	28752 	29219 	33266 b	33020 	32500 	33921 	35070 	37141 
A,MED_EI,PPS,ED5-8,M,Y18-64,DK	19513 	19197 	20027 	20378 	21839 	21610 	22359 	23268 	25011 b	24316 	25500 	25288 	25430 	26756 	25470 	26395 	27275 	26395 	27638 	27647 	28105 	30650 	30852 
A,MED_EI,PPS,ED5-8,M,Y18-64,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25311 	25844 	27075 b	27058 	: 	: 	: 	: 
A,MED_EI,PPS,ED5-8,M,Y18-64,EA18	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25378 	25910 	27136 b	: 	: 	: 	: 	: 
A,MED_EI,PPS,ED5-8,M,Y18-64,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25311 	25844 	27075 b	27058 	: 	: 	: 	: 
A,MED_EI,PPS,ED5-8,M,Y18-64,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23457 	24182 	25130 	25148 	25264 	25762 	27002 	27041 	27732 	29418 	30974 	32923 
A,MED_EI,PPS,ED5-8,M,Y18-64,EA21	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	32822 
A,MED_EI,PPS,ED5-8,M,Y18-64,EE	: 	7273 	7906 	8683 	9775 	11041 	12066 	11749 	11229 	12287 	13449 	14532 b	16383 	18702 	18857 	19958 	21143 	20202 	20021 	23451 	22345 	23348 	24982 
A,MED_EI,PPS,ED5-8,M,Y18-64,EL	16790 	16968 	17156 	18433 	18654 	19351 	19477 	19261 	17227 	14662 	12797 	12353 	12670 	13270 	13077 	13168 	13857 	14226 	13772 	14576 	15291 	16287 	17916 
A,MED_EI,PPS,ED5-8,M,Y18-64,ES	: 	16541 	17168 	18315 	18553 	22427 b	23349 	22527 	21831 	21245 	21172 	20865 	21113 	22007 	22513 	23131 	23176 	23109 	22401 	23634 	25770 	27778 	30331 
A,MED_EI,PPS,ED5-8,M,Y18-64,EU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	24039 	24640 e	: 	: 	: 	: 	: 	: 
A,MED_EI,PPS,ED5-8,M,Y18-64,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	24080 	24683 e	: 	: 	: 	: 	: 	: 
A,MED_EI,PPS,ED5-8,M,Y18-64,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23982 e	24574 	25677 	25798 	26558 	28219 	29808 	31663 
A,MED_EI,PPS,ED5-8,M,Y18-64,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	24039 	24640 e	: 	: 	: 	: 	: 	: 
A,MED_EI,PPS,ED5-8,M,Y18-64,FI	: 	17931 	19174 	19584 	20759 	22478 	23639 	23374 	24095 	24892 	26193 	25656 	25915 	26088 	25797 	26188 	26955 	27164 	26501 	28323 	28768 	30154 	31389 
A,MED_EI,PPS,ED5-8,M,Y18-64,FR	: 	19714 	20004 	20547 	20259 	23205 	23420 	22996 	23987 b	24845 	24967 	24747 	25852 	26511 	26239 	25231 	26025 	26689 b	26976 	28319 b	30544 	31574 	32033 
A,MED_EI,PPS,ED5-8,M,Y18-64,HR	: 	: 	: 	: 	: 	: 	: 	12338 	12210 	12455 	12239 	12238 	12931 	14378 	15293 	16185 	16550 	16652 	17070 	18033 	19641 b	23253 b	28824 
A,MED_EI,PPS,ED5-8,M,Y18-64,HU	: 	: 	8920 	10256 	10186 	9958 	10445 	10087 	11741 	11603 	11458 	11917 	12594 	12690 	12678 	12442 	12941 b	12840 	13373 	13918 	12779 	14362 	15845 
A,MED_EI,PPS,ED5-8,M,Y18-64,IE	19454 	21518 	22453 	24312 	28402 	27829 	25488 	23770 	23445 	22534 	23354 	22692 	23760 	23906 	24587 	25366 	25000 b	24938 b	26072 	26046 	27483 	29078 	31284 
A,MED_EI,PPS,ED5-8,M,Y18-64,IS	: 	20900 	21675 	24811 	26054 	28184 	26442 	22914 	22001 	22442 	22831 	23475 	24061 	26264 	25588 	27518 	28226 	25550 	: 	: 	: 	: 	: 
A,MED_EI,PPS,ED5-8,M,Y18-64,IT	: 	21491 	22211 	22988 	23948 	23832 	24566 	23943 	24007 	23656 	23059 	21836 	21748 	23532 	23470 	24211 	24653 	25006 	24860 	25829 	27535 	29412 	31646 
A,MED_EI,PPS,ED5-8,M,Y18-64,LT	: 	: 	7459 	8112 	10152 	11972 	13029 	10703 	9648 	11091 	11419 	12771 	14050 	15934 	16406 	17622 	18442 	20117 	21157 	22042 	22445 	24104 p	26812 p
A,MED_EI,PPS,ED5-8,M,Y18-64,LU	38969 	38401 	40547 	37262 	40317 	39374 	40854 	40593 	39592 	38726 	41252 	40453 	41608 	37176 b	39050 	36446 	37649 	39147 b	39966 b	42279 b	45335 	49086 	50336 b
A,MED_EI,PPS,ED5-8,M,Y18-64,LV	: 	: 	7062 	8222 	9111 	12190 	12229 	10643 	10566 	10773 	11497 	12635 	13340 	15208 	15262 	17300 	18395 	18314 	19247 	21584 	21243 	22784 	26946 
A,MED_EI,PPS,ED5-8,M,Y18-64,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9463 	8945 	9345 	9875 	10531 	10615 	10326 	10654 	9945 	10945 	12887 	: 	: 
A,MED_EI,PPS,ED5-8,M,Y18-64,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	7384 	6827 	6852 	7325 	7851 	7811 	7969 	8379 	8749 	9126 b	10157 	11357 	13214 	: 
A,MED_EI,PPS,ED5-8,M,Y18-64,MT	: 	: 	20197 	20652 	20345 	21030 	22498 	22239 	23081 	22988 	24230 	25152 	26067 	27621 	29575 	27914 	27840 	29141 	30794 	32903 	31214 	31363 	32964 
A,MED_EI,PPS,ED5-8,M,Y18-64,NL	: 	: 	21203 	22403 	23958 	25453 	25147 	24521 	24719 	24707 	24416 	24157 	24608 	27608 b	27176 	27692 	27961 	28000 	29965 	30741 	31749 	34175 	37478 
A,MED_EI,PPS,ED5-8,M,Y18-64,NO	23139 	23774 	24005 	24837 	25755 	29521 	30060 	28478 	29622 	30202 	31866 	33332 	34038 	33296 	31954 	31441 	32094 	32677 	30820 b	31499 	34294 b	37718 	38780 
A,MED_EI,PPS,ED5-8,M,Y18-64,PL	: 	: 	8798 	9312 	10013 	11514 	12477 	12697 	13348 	14032 	14623 	15069 	15709 	17148 	16989 	16733 	17983 	19052 	19333 	20440 	22340 	23786 	25976 
A,MED_EI,PPS,ED5-8,M,Y18-64,PT	: 	20705 	21036 	22774 	24012 	20948 	20834 	19610 	19398 	18966 	18432 	19110 	17972 	18990 	18839 	17902 	18469 	18842 	19987 	18648 	20433 	21988 	25388 
A,MED_EI,PPS,ED5-8,M,Y18-64,RO	: 	: 	: 	: 	6589 	7146 	7452 	7464 	6994 	7294 	7946 	7758 	8236 	8512 	9448 	12926 	14664 	14934 	16435 	17498 	19244 	21427 	21920 
A,MED_EI,PPS,ED5-8,M,Y18-64,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8372 	7568 	7692 	7974 	7749 	8077 	9554 	9724 	10332 	10646 	11644 	13409 	17227 
A,MED_EI,PPS,ED5-8,M,Y18-64,SE	: 	17038 	18007 	18254 	19214 	21391 b	22355 	21177 	21701 	22737 	23767 	23564 	24123 	24697 	24347 	24918 	24811 	24845 	25991 	25543 	27495 	29629 	30701 
A,MED_EI,PPS,ED5-8,M,Y18-64,SI	: 	: 	19320 	19421 	19606 	20409 	20674 	19364 	20028 	20273 	20083 	19863 	20431 	20436 	20341 	21038 	21947 	22432 	22692 	23733 	25762 	27619 	29714 
A,MED_EI,PPS,ED5-8,M,Y18-64,SK	: 	: 	5293 	6118 	7539 	9104 	11400 	12170 	12217 	13199 	12523 	13306 	13245 	13521 	11883 	12218 	13752 	12630 	11946 	12303 	12701 	13608 	19792 
A,MED_EI,PPS,ED5-8,M,Y18-64,TR	: 	: 	: 	8522 	9484 	10271 	10595 	10582 	11411 	12245 	11643 	12069 	12015 	13500 	13174 	12564 	12405 	12211 	11819 	12484 	12910 	18079 	21846 
A,MED_EI,PPS,ED5-8,M,Y18-64,UK	: 	: 	24409 	26877 	27970 	27168 	24242 	22587 	22150 	23064 b	23578 	23808 	25708 	23774 	24540 b	24852 	: 	: 	: 	: 	: 	: 	: 
A,MED_EI,PPS,ED5-8,M,Y18-64,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6643 	: 	: 	: 	: 	: 	: 	: 
A,MED_EI,PPS,ED5-8,M,Y_GE18,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6776 	7319 	8154 	7698 	7331 	7690 	8758 	: 	: 
A,MED_EI,PPS,ED5-8,M,Y_GE18,AT	20354 	20786 	21973 	22204 	22267 	23984 b	24828 	24644 	26166 	26625 	26707 	27357 	27810 	28748 	29693 	28742 	29057 	28911 	29712 	30628 	34331 	36507 	39387 
A,MED_EI,PPS,ED5-8,M,Y_GE18,BE	20700 	19687 	20670 	21542 	21728 	22377 	23108 	23314 	23536 	23800 	25647 	26056 	26255 	28401 	26906 	27098 	27658 b	27767 	27982 	29490 	30073 	32501 	32890 
A,MED_EI,PPS,ED5-8,M,Y_GE18,BG	: 	: 	: 	4719 	5017 	6861 	8696 	9039 	9480 	8471 	9340 	10999 	11407 	10970 b	12594 	12178 	14232 	14516 	15048 	16040 	17905 	21233 	23476 
A,MED_EI,PPS,ED5-8,M,Y_GE18,CH	: 	: 	: 	: 	27607 	28869 	30949 	30341 	30178 	31322 	33518 	34282 b	34422 	35696 	35272 	34124 	34770 	33096 	33672 	34872 	35640 	37583 	: 
A,MED_EI,PPS,ED5-8,M,Y_GE18,CY	: 	: 	22027 	23756 	26611 	26987 b	28493 	27160 	28149 	28438 	25573 	23608 	22614 	23493 	23725 	23862 	26415 	25248 	26180 	26643 	27420 	29782 	31109 
A,MED_EI,PPS,ED5-8,M,Y_GE18,CZ	: 	: 	10982 	11653 	12490 	13346 	13547 	13358 	13904 	14032 	15058 	14663 	15391 	16373 	16719 	17617 	18895 	19321 	18835 	20964 	21770 	22373 	22368 
A,MED_EI,PPS,ED5-8,M,Y_GE18,DE	: 	: 	20312 	20582 	21839 	22734 	22763 	22528 	23638 	24522 	24804 	24674 	26011 	26515 	26244 	26826 	27263 	31780 b	31373 	31103 	32244 	33357 	35319 
A,MED_EI,PPS,ED5-8,M,Y_GE18,DK	19329 	19033 	19800 	20078 	21590 	21509 	22174 	22986 	24490 b	23919 	24850 	24804 	24989 	26209 	25147 	25703 	26556 	25684 	26863 	26719 	27018 	29338 	29677 
A,MED_EI,PPS,ED5-8,M,Y_GE18,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25226 	25716 	26981 b	26937 	: 	: 	: 	: 
A,MED_EI,PPS,ED5-8,M,Y_GE18,EA18	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25295 	25781 	27046 b	: 	: 	: 	: 	: 
A,MED_EI,PPS,ED5-8,M,Y_GE18,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25226 	25716 	26981 b	26937 	: 	: 	: 	: 
A,MED_EI,PPS,ED5-8,M,Y_GE18,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23433 	24077 	25109 	25027 	25176 	25632 	26902 	26906 	27586 	29108 	30739 	32684 
A,MED_EI,PPS,ED5-8,M,Y_GE18,EA21	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	32563 
A,MED_EI,PPS,ED5-8,M,Y_GE18,EE	: 	6698 	7426 	8171 	9195 	10331 	11227 	10890 	10536 	11663 	12491 	13028 b	14896 	16986 	16935 	17595 	19345 	18448 	18623 	21547 	20415 	21702 	22642 
A,MED_EI,PPS,ED5-8,M,Y_GE18,EL	16924 	17141 	17302 	18433 	18945 	19813 	19477 	19246 	17565 	14957 	13008 	12766 	12959 	13562 	13239 	13485 	14239 	14807 	14543 	15206 	15789 	16681 	18323 
A,MED_EI,PPS,ED5-8,M,Y_GE18,ES	: 	16670 	17225 	18323 	18553 	22552 b	23555 	22609 	22054 	21640 	21509 	21440 	21778 	22857 	23004 	23552 	23442 	23335 	22962 	24030 	26134 	28417 	30941 
A,MED_EI,PPS,ED5-8,M,Y_GE18,EU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23911 	24460 e	: 	: 	: 	: 	: 	: 
A,MED_EI,PPS,ED5-8,M,Y_GE18,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23958 	24507 e	: 	: 	: 	: 	: 	: 
A,MED_EI,PPS,ED5-8,M,Y_GE18,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23869 e	24417 	25536 	25631 	26376 	27883 	29529 	31393 
